prod_cd,prod_descr,country_code,prod_status_descr,npd_launch,long_descr,category_descr,development_descr,sector_descr,segment_descr,brand_descr,subbrand_descr,type_descr,set_sample_cd,team_category_descr,price_segment_desc,thumbnail_url,image_url,color
32198,Ecobeauty Toner,G,Ongoing (N),2016-04-05 00:00:00.000,Ecobeauty Toner,Skin Care,Global Development,Facial Care,Toners,Ecobeauty,Not Applicable,Facial Toner,REGP,Skin Care,Cleansers and Toners,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/321/32198.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/321/32198.ashx?u=0101010000,NULL
32199,Ecobeauty Face Cream,G,Ongoing (N),2016-04-05 00:00:00.000,Ecobeauty Face Cream,Skin Care,Global Development,Facial Care,Facial Moisturisers,Ecobeauty,Not Applicable,Moisturiser,REGP,Skin Care,Day Cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/321/32199.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/321/32199.ashx?u=0101010000,NULL
32200,Ecobeauty Eye Cream,G,Ongoing (N),2016-04-05 00:00:00.000,Ecobeauty Eye Cream,Skin Care,Global Development,Facial Care,Facial Moisturisers,Ecobeauty,Not Applicable,Moisturiser Eye,REGP,Skin Care,Eye care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/32/322/32200.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/32/322/32200.ashx?u=0101010000,NULL
32203,Ecobeauty  Serum,G,Ongoing (N),2016-04-26 00:00:00.000,Ecobeauty  Serum,Skin Care,Global Development,Facial Care,Anti-Agers,Ecobeauty,Not Applicable,Anti-Aging Serum,REGP,Skin Care,Serums/Treatments/Capsules,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/322/32203.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/322/32203.ashx?u=0101010000,NULL
34384,COLOURBOX Lip Pop - PinkP,G,Ongoing (N),2018-07-16 00:00:00.000,COLOURBOX Lip Pop - Pink Punch,Colour Cosmetics,Global Development,Lip Products,Other Lip Products,Colourbox,Not Applicable,Tinted Lip Balm,REGP,Colour Cosmetics,Lip Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/343/34384.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/343/34384.ashx?u=0101010000,NULL
33224,Optimals Even Out Cleansing Foam,G,Discontinued (D),2017-04-18 00:00:00.000,Optimals Even Out Cleansing Foam,Skin Care,Global Development,Facial Care,Facial Cleansers,Optimals,Even Out,Facial Cleanser,REGP,Skin Care,Cleansers and Toners,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/33/332/33224.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/33/332/33224.ashx?u=0101010000,NULL
33225,Optimals Even Out Clarifying Toner,G,Discontinued (D),2017-04-18 00:00:00.000,Optimals Even Out Clarifying Toner,Skin Care,Global Development,Facial Care,Toners,Optimals,Even Out,Facial Toner,REGP,Skin Care,Cleansers and Toners,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/332/33225.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/332/33225.ashx?u=0101010000,NULL
33226,Optimals Even Out Eye Cream,G,Ongoing (N),2017-04-18 00:00:00.000,Optimals Even Out Perfecting Eye Cream,Skin Care,Global Development,Facial Care,Facial Moisturisers,Optimals,Even Out,Moisturiser Eye,REGP,Skin Care,Eye care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/33/332/33226.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/33/332/33226.ashx?u=0101010000,NULL
35551,LN Fragranced Talc Floral Bloom,G,Ongoing (N),2018-12-17 00:00:00.000,Love Nature Fragranced Talc Floral Bloom,Personal Care,Global Development,Bath & Shower,Talc Powder,Love Nature,Not Applicable,Talc Powder,REGP,Personal & Hair Care,Talcs,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35551.ashx?u=1902250752&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35551.ashx?u=1902250752,NULL
35552,LN Fragranced Talc Sandal Caress,G,Ongoing (N),2018-12-17 00:00:00.000,Love Nature Fragranced Talc Sandal Caress,Personal Care,Global Development,Bath & Shower,Talc Powder,Love Nature,Not Applicable,Talc Powder,REGP,Personal & Hair Care,Talcs,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35552.ashx?u=1902250753&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35552.ashx?u=1902250753,NULL
35553,LN Fragranced Talc Cooling Delight,G,Ongoing (N),2018-12-17 00:00:00.000,Love Nature Fragranced Talc Cooling Delight,Personal Care,Global Development,Bath & Shower,Talc Powder,Love Nature,Not Applicable,Talc Powder,REGP,Personal & Hair Care,Talcs,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35553.ashx?u=1902250753&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35553.ashx?u=1902250753,NULL
34441,TO 5-in-1 Wonder Lash XXL Mascara WP,G,Ongoing (N),2018-08-06 00:00:00.000,The ONE 5-in-1 Wonder Lash XXL Mascara Waterproof - Black,Colour Cosmetics,Global Development,Eye Make-Up,Mascara,The ONE,Wonder Lash,Mascara,REGP,Colour Cosmetics,Mascara,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/344/34441.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/344/34441.ashx?u=0101010000,NULL
31634,Miss Relax Fragrance Mist,G,Ongoing (N),2015-07-10 00:00:00.000,Miss Relax Fragrance Mist,Fragrances,Global Development,Women Fragrance,Youth Fragrances,Miss,Not Applicable,Youth Fragrance Mist,REGP,Woman Fragrance,Female Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/316/31634.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/316/31634.ashx?u=0101010000,NULL
31635,Miss Happy Fragrance Mist,G,Ongoing (N),2015-07-10 00:00:00.000,Miss Happy Fragrance Mist,Fragrances,Global Development,Women Fragrance,Youth Fragrances,Miss,Not Applicable,Youth Fragrance Mist,REGP,Woman Fragrance,Female Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/316/31635.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/316/31635.ashx?u=0101010000,NULL
32463,Optimals Hydra Radiance Night Cream,G,Ongoing (N),2017-06-20 00:00:00.000,Optimals Hydra Radiance Nourishing Night Cream Normal/Combination Skin,Skin Care,Global Development,Facial Care,Facial Moisturisers,Optimals,Not Applicable,Moisturiser Night,REGP,Skin Care,Night cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32463.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32463.ashx?u=0101010000,NULL
32464,Optimals Hydra Eye Cream,G,Ongoing (N),2017-06-20 00:00:00.000,Optimals Hydra Seeing is Believing Eye Cream All Skin types,Skin Care,Global Development,Facial Care,Facial Moisturisers,Optimals,Not Applicable,Moisturiser Eye,REGP,Skin Care,Eye care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32464.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32464.ashx?u=0101010000,NULL
32465,Optimals Hydra Matte Day Fluid,G,Ongoing (N),2017-06-20 00:00:00.000,Optimals Hydra Matte Balancing Day Fluid Oily Skin,Skin Care,Global Development,Facial Care,Facial Moisturisers,Optimals,Not Applicable,Moisturiser,REGP,Skin Care,Day Cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32465.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32465.ashx?u=0101010000,NULL
32474,Optimals Age Revive Day Cream,G,Ongoing (N),2017-02-14 00:00:00.000,Optimals Age Revive Anti-Ageing Day Cream SPF 15,Skin Care,Global Development,Facial Care,Anti-Agers,Optimals,Not Applicable,Anti-Aging Day,REGP,Skin Care,Day Cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32474.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32474.ashx?u=0101010000,NULL
32475,Optimals Age Revive Night,G,Ongoing (N),2017-02-14 00:00:00.000,Optimals Age Revive Anti-Ageing Night Cream,Skin Care,Global Development,Facial Care,Anti-Agers,Optimals,Not Applicable,Anti-Aging Night,REGP,Skin Care,Night cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32475.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32475.ashx?u=0101010000,NULL
32476,Optimals Age Revive Eye Cream,G,Ongoing (N),2017-02-14 00:00:00.000,Optimals Age Revive Anti-Ageing Eye Cream,Skin Care,Global Development,Facial Care,Anti-Agers,Optimals,Not Applicable,Anti-Aging Eye,REGP,Skin Care,Eye care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32476.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32476.ashx?u=0101010000,NULL
32477,Optimals Age Revive Serum,G,Ongoing (N),2017-02-14 00:00:00.000,Optimals Age Revive Anti-Ageing Serum,Skin Care,Global Development,Facial Care,Anti-Agers,Optimals,Not Applicable,Anti-Aging Serum,REGP,Skin Care,Serums/Treatments/Capsules,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32477.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32477.ashx?u=0101010000,NULL
32479,Optimals Even Out Day Cream SPF 20,G,Ongoing (N),2017-03-07 00:00:00.000,Optimals Even Out Preventing Day Cream SPF 20,Skin Care,Global Development,Facial Care,Facial Moisturisers,Optimals,Even Out,Moisturiser Day,REGP,Skin Care,Day Cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32479.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32479.ashx?u=0101010000,NULL
32480,Optimals Even Out Night Cream,G,Ongoing (N),2017-03-07 00:00:00.000,Optimals Even Out Replenishing Night Cream,Skin Care,Global Development,Facial Care,Facial Moisturisers,Optimals,Even Out,Moisturiser Night,REGP,Skin Care,Night cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32480.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/324/32480.ashx?u=0101010000,NULL
32803,NovAge Bright Sublime Day Cream,G,Ongoing (N),2016-02-01 00:00:00.000,NovAge Bright Sublime Advanced Brightening Day Cream SPF20,Skin Care,Global Development,Facial Care,Anti-Agers,Novage,Bright Sublime,Anti-Aging Day,REGP,Skin Care,Day Cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/328/32803.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/328/32803.ashx?u=0101010000,NULL
32804,NovAge Bright Sublime Eye Cream,G,Ongoing (N),2016-02-01 00:00:00.000,NovAge Bright Sublime Advanced Brightening Eye Cream,Skin Care,Global Development,Facial Care,Anti-Agers,Novage,Bright Sublime,Anti-Aging Eye,REGP,Skin Care,Eye care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/328/32804.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/328/32804.ashx?u=0101010000,NULL
33252,The ONE Dual Drama - Or Rav,G,Discontinued (D),2017-03-28 00:00:00.000,The ONE Dual Drama Kohl Eye Pencil - Orange Raven,Colour Cosmetics,Global Development,Eye Make-Up,Eye Liner/Pencil,The ONE,Express,Eye Pencil,REGP,Colour Cosmetics,Eye Liner,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/332/33252.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/332/33252.ashx?u=0101010000,NULL
33257,COLOURBOX Nail Polish - S Lave,G,Ongoing (N),2017-03-07 00:00:00.000,COLOURBOX Nail Polish - Soft Lavender,Colour Cosmetics,Global Development,Nail Products,Nail Polish,Colourbox,Not Applicable,Nail Polish,REGP,Colour Cosmetics,Nail Polish,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/332/33257.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/332/33257.ashx?u=0101010000,NULL
33907,TO High Impact Eye Pencil Metallic - CarbonG,G,Limited Life (L),2018-10-08 00:00:00.000,The ONE High Impact Eye Pencil Metallic - Carbon Gunmetal,Colour Cosmetics,Global Development,Eye Make-Up,Eye Liner/Pencil,The ONE,High Impact,Eye Pencil,REGP,Colour Cosmetics,Eye Liner,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/339/33907.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/339/33907.ashx?u=0101010000,NULL
33944,NovAge Pore and Line Perfector,G,Ongoing (N),2017-01-24 00:00:00.000,NovAge Pore and Line Perfector,Skin Care,Global Development,Facial Care,Facial Moisturisers,Novage,Not Applicable,Moisturiser Day,REGP,Skin Care,Day Cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/33/339/33944.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/33/339/33944.ashx?u=0101010000,NULL
33283,The ONE Colour Unlimited Kajal - UB,G,Ongoing (N),2016-08-01 00:00:00.000,The ONE Colour Unlimited Kajal - Ultimate Black,Colour Cosmetics,India Products,Eye Make-Up,Eye Liner/Pencil,The ONE,Kajal Eye Liner,Eye Pencil,REGP,Colour Cosmetics,Eye Liner,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/33283.ashx?u=1805230336&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/33283.ashx?u=1805230336,NULL
33300,GG Youthful Radiance Elixir Primer,G,Ongoing (N),2017-08-22 00:00:00.000,Giordani Gold Youthful Radiance Elixir Primer,Colour Cosmetics,Global Development,Facial Make-Up,Other Facial Make-Up,Giordani Gold,Not Applicable,Face Primer,REGP,Colour Cosmetics,Foundation,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/33/333/33300.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/33/333/33300.ashx?u=0101010000,NULL
33958,Love Potion So Tempting FM,G,Ongoing (N),2018-02-19 00:00:00.000,Love Potion So Tempting Fragrance Mist,Fragrances,Global Development,Women Fragrance,Youth Fragrances,Love Potion,Not Applicable,Youth Fragrance Mist,REGP,Woman Fragrance,Female Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/33/339/33958.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/33/339/33958.ashx?u=0101010000,NULL
33959,Oriflame Luminescence EDP,G,Ongoing (N),2018-09-17 00:00:00.000,Oriflame Luminescence Eau de Parfum,Fragrances,Global Development,Women Fragrance,Female Fragrance,Luminescence,Not Applicable,Female Eau de Parfum,REGP,Woman Fragrance,Female Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/339/33959.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/339/33959.ashx?u=0101010000,NULL
33973,NovAge Revitalising Mask,G,Ongoing (N),2018-03-14 00:00:00.000,NovAge Revitalising Mask,Skin Care,Global Development,Facial Care,Face Masks,Novage,Not Applicable,Face Masks,REGP,Skin Care,Exfoliants and Masks,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/339/33973.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/339/33973.ashx?u=0101010000,NULL
33984,NovAge Supreme Cleansing Gel,G,Ongoing (N),2018-08-29 00:00:00.000,NovAge Supreme Cleansing Gel,Skin Care,Global Development,Facial Care,Facial Cleansers,Novage,Not Applicable,Facial Cleanser,REGP,Skin Care,Cleansers and Toners,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/339/33984.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/339/33984.ashx?u=0101010000,NULL
33318,The ONE Styling Kajal - Black,G,Limited Life (L),2017-08-01 00:00:00.000,The ONE Styling Kajal - Pure Black,Colour Cosmetics,Global Development,Eye Make-Up,Eye Liner/Pencil,The ONE,Express,Eye Crayon/Kajal,REGP,Colour Cosmetics,Eye Liner,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/333/33318.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/333/33318.ashx?u=0101010000,NULL
33349,Men´s Collection Cool Lavender EDT,G,Ongoing (N),2017-03-28 00:00:00.000,Men´s Collection Cool Lavender Eau de Toilette,Fragrances,Global Development,Men Fragrance,Male Fragrance,Oriflame Collection,Men's Collection,Male Eau de Toilette,REGP,Men Fragrance,Male Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/333/33349.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/333/33349.ashx?u=0101010000,NULL
33995,Optimals Hydra Refreshing Toner,G,Discontinued (D),2017-06-20 00:00:00.000,Optimals Hydra Refreshing Toner All Skin types,Skin Care,Global Development,Facial Care,Facial Cleansers,Optimals,Not Applicable,Facial Cleanser,REGP,Skin Care,Cleansers and Toners,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/339/33995.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/339/33995.ashx?u=0101010000,NULL
34523,Sensity Midnight Mist,G,Ongoing (N),2019-06-01 00:00:00.000,Sensity Midnight Mist Spray Cologne,Fragrances,Global Development,Women Fragrance,Female Fragrance,Sensity,Midnight Mist,Female Eau de Cologne,REGP,Woman Fragrance,Female Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/345/34523.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/345/34523.ashx?u=0101010000,NULL
34524,Sensity Sun Sparkle,G,Ongoing (N),2019-06-01 00:00:00.000,Sensity Sun Sparkle Spray Cologne,Fragrances,Global Development,Women Fragrance,Female Fragrance,Sensity,Sun Sparkle,Female Eau de Cologne,REGP,Woman Fragrance,Female Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/345/34524.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/345/34524.ashx?u=0101010000,NULL
34525,"Sensity Pink Bloom ",G,Ongoing (N),2019-06-01 00:00:00.000,Sensity Pink Bloom Spray Cologne,Fragrances,Global Development,Women Fragrance,Female Fragrance,Sensity,Pink Bloom,Female Eau de Cologne,REGP,Woman Fragrance,Female Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/345/34525.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/345/34525.ashx?u=0101010000,NULL
31704,Love Potion Perfumed Body Spray,G,Ongoing (N),2015-10-23 00:00:00.000,Love Potion Perfumed Body Spray,Personal Care,Global Development,Deodorant,Deodorants,Love Potion,Not Applicable,Women Ext Body Spray,REGP,Woman Fragrance,Deodorant,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/317/31704.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/317/31704.ashx?u=0101010000,NULL
31707,Giordani Gold Original Perfumed BS,G,Ongoing (N),2016-02-23 00:00:00.000,Giordani Gold Original Perfumed Body Spray,Personal Care,Global Development,Deodorant,Deodorants,Giordani Gold,Not Applicable,Women Ext Body Spray,REGP,Woman Fragrance,Deodorant,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/317/31707.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/317/31707.ashx?u=0101010000,NULL
31708,Milk & Honey Gold  Shampoo,G,Ongoing (N),2015-10-02 00:00:00.000,Milk & Honey Gold  Shampoo,Hair Care,Global Development,Shampoos,Shampoos,Milk & Honey,Gold,Shampoo,REGP,Personal & Hair Care,Hair Shampoo,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/317/31708.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/317/31708.ashx?u=0101010000,NULL
31709,Milk & Honey Gold  Conditioner,G,Ongoing (N),2015-10-02 00:00:00.000,Milk & Honey Gold  Conditioner,Hair Care,Global Development,Conditioners,Conditioners,Milk & Honey,Gold,Rinse Conditioner,REGP,Personal & Hair Care,Hair Conditioner,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/31/317/31709.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/31/317/31709.ashx?u=0101010000,NULL
32871,Eclat Mademoiselle Edt,G,Ongoing (N),2017-01-03 00:00:00.000,Eclat Mademoiselle Eau de Toilette,Fragrances,Global Development,Women Fragrance,Female Fragrance,Eclat,Not Applicable,Female Eau de Toilette,REGP,Woman Fragrance,Female Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/328/32871.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/328/32871.ashx?u=0101010000,NULL
32370,Feet Up Comfort Overn Moist FC,G,Ongoing (N),2016-03-15 00:00:00.000,Feet Up Comfort Overnight Moisturising Foot Cream,Personal Care,Global Development,Foot Care,Foot Care,Feet Up,Feet Up Comfort,Foot Cream,REGP,Personal & Hair Care,Foot care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/323/32370.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/323/32370.ashx?u=0101010000,NULL
34031,Love Nature Face Scrub Cucumber,G,Refeature Limited Life (Z),2018-02-19 00:00:00.000,Love Nature Face Scrub Cucumber,Skin Care,Global Development,Facial Care,Facial Cleansers,Love Nature,Not Applicable,Facial Exfoliator,REGP,Skin Care,Exfoliants and Masks,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/340/34031.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/340/34031.ashx?u=0101010000,NULL
34032,Love Nature Face Mask Cucumber,G,Refeature Limited Life (Z),2018-02-19 00:00:00.000,Love Nature Face Mask Cucumber,Skin Care,Global Development,Facial Care,Face Masks,Love Nature,Not Applicable,Face Masks,REGP,Skin Care,Exfoliants and Masks,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/340/34032.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/340/34032.ashx?u=0101010000,NULL
34033,Love Nature Face Gel Cucumber,G,Refeature Limited Life (Z),2018-02-19 00:00:00.000,Love Nature Face Gel Cucumber,Skin Care,Global Development,Facial Care,Facial Moisturisers,Love Nature,Not Applicable,Moisturiser,REGP,Skin Care,Day Cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/340/34033.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/340/34033.ashx?u=0101010000,NULL
34034,Love Nature Lip Balm Coconut,G,Limited Life (L),2018-04-01 00:00:00.000,Love Nature Lip Balm Coconut,Skin Care,Global Development,Facial Care,Lip Care,Love Nature,Not Applicable,Lip Balm,REGP,Skin Care,Lip Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/340/34034.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/340/34034.ashx?u=0101010000,NULL
34035,Love Nature Lip Balm Mango,G,Limited Life (L),2018-04-01 00:00:00.000,Love Nature Lip Balm Mango,Skin Care,Global Development,Facial Care,Lip Care,Love Nature,Not Applicable,Lip Balm,REGP,Skin Care,Lip Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/34/340/34035.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/34/340/34035.ashx?u=0101010000,NULL
31710,Milk & Honey Gold  Hair Mask,G,Ongoing (N),2015-10-02 00:00:00.000,Milk & Honey Gold  Hair Mask,Hair Care,Global Development,Conditioners,Conditioners,Milk & Honey,Gold,Hair Mask Treatment,REGP,Personal & Hair Care,Hair Treatment,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/317/31710.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/317/31710.ashx?u=0101010000,NULL
31586,The ONE Wonder Liner - black,G,Ongoing (N),2015-03-06 00:00:00.000,The ONE Wonder Liner - Black,Colour Cosmetics,Global Development,Eye Make-Up,Eye Liner/Pencil,The ONE,Everyday Beauty,Dip Eye Liner,REGP,Colour Cosmetics,Eye Liner,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/315/31586.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/315/31586.ashx?u=0101010000,NULL
